38.62,-9.29,11.99333333,16.99333333,21.38333333,14.51333333,16.8,23.91,26.86,21.81,7.94,10.9,16.23,8.61,283.86,119.86,33.43,295,16.22,7.88,41.66,403.27,26.86,7.94,18.91,12.21,20.93,21.38,11.46,732.14,111.86,4,67.23,328,31,33.43,312.43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39.52,-9.29,11.82666667,16.16333333,19.21333333,14.30333333,16.22,21.22,22.87,20.37,8.15,11.2,15.9,8.88,258,130,38,268.75,15.38,6.19,42,317.99,22.87,8.15,14.72,12.25,18.99,19.21,11.43,694.75,113.25,4,64.82,304,31,38,285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.07,-9.29,11.49666667,16.14333333,19.69333333,14.00333333,16.01,21.83,23.94,20.48,7.76,10.86,15.73,8.42,283.22,127.33,35.44,289.77,15.33,6.69,41.33,352.6,23.94,7.76,16.19,11.84,19.39,19.69,11.02,735.78,116.44,4.11,66.22,327.89,31.44,35.44,307.22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
36.82,-8.16,12.75,17.88333333,22.88333333,15.6,18.2,25.4,28.7,23.3,7.8,10.8,17.1,8.7,195,72,17,217,17.28,9.04,43.26,429.32,28.7,7.8,20.9,13.27,22.47,22.88,12.4,501,87,1,75.07,246,14,17,229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37.72,-8.72,12.14333333,17.26666667,22.23333333,14.82,17.27,25.4,28.87,22.53,7.7,10.36,16.17,8.3,217.57,92.28,23.14,232.71,16.62,9.18,43.36,430.17,28.87,7.7,21.17,12.51,21.78,22.23,11.7,565.71,86,1.71,68.93,256.57,22.14,23.14,248.14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
37.27,-8.72,12.32333333,16.96666667,21.52666667,14.96666667,17.12,24.4,27.51,22.14,7.93,10.44,16.01,8.49,201.99,77.1,18.89,216.89,16.45,8.73,44.68,390.39,27.51,7.93,19.58,12.82,21.12,21.53,11.98,514.89,82.89,0.78,72.73,242.33,17.89,18.89,231.33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
37.72,-8.15,11.46333333,17.27,22.87666667,14.30333333,17.19,26.57,30.5,22.8,6.58,9.52,15.87,7.23,209.33,96.91,23.17,226.42,16.48,10.22,42.75,488.63,30.5,6.58,23.92,11.78,22.43,22.88,10.93,555.83,84.58,2,67.08,247.33,22.25,23.17,240.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
37.27,-8.15,11.58333333,16.96333333,22.28,14.4,17.01,25.25,28.9,22.3,6.75,9.68,15.96,7.47,212.51,85.75,20.83,228.25,16.31,9.46,42.72,454.94,28.9,6.75,22.15,12.03,21.87,22.28,11.16,547.33,89.17,1.33,71.22,256.42,18.92,20.83,244.17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
38.62,-8.71,12.35333333,17.79666667,22.75333333,14.95333333,17.53,25.76,29.22,22.84,8.04,10.94,16.76,8.68,244.33,111.89,29.78,257.89,16.97,8.8,41.56,447.43,29.22,8.04,21.18,12.53,22.29,22.75,11.78,643.89,95.33,3.11,65.91,283.11,27.44,29.78,276.11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
38.17,-8.71,12.11333333,17.44,22.52666667,14.78666667,17.34,25.7,29.3,22.68,7.7,10.46,16.34,8.32,229.2,102.8,26.8,244,16.72,9.2,42.61,445.49,29.3,7.7,21.6,12.4,22.04,22.53,11.61,602.8,89.8,2.6,66.75,267.4,25.6,26.8,260.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
